"Calendar Year","Quarter","Quarter Month from","Quarter Month to","County code","County","Permit Date","Permits: Incorporated Cities","Permits: Outside Incorporated Cities","Permits: Allocated Countywide","Total Permits","Taxable Transactions: Incorporated Cities","Taxable Transactions: Outside Incorporated Cities","Taxable Transactions: Unallocated","Total Taxable Transactions","Yearly Percentage Change (%)","Per Capita"
"2018","Q2","4","6","17","Lake","6/30/2018","717","1374","","2091","65626708","72601610","23884058","162112376","-0.93","2491.58"
"2018","Q2","4","6","18","Lassen","6/30/2018","338","382","","720","35103603","20598016","13480618","69182237","-10.15","2262.04"
"2018","Q2","4","6","19","Los Angeles","6/30/2018","308140","20435","4","328579","34987143636","1493725174","4738478224","41219347034","2.88","4019.57"
"2018","Q2","4","6","2","Alpine","6/30/2018","","80","","80","","1566617","2810708","4377325","-52.53","3770.3"
"2018","Q2","4","6","20","Madera","6/30/2018","1556","1563","","3119","219902206","158145737","64898464","442946407","3.46","2797.65"
"2018","Q2","4","6","21","Marin","6/30/2018","9443","1966","","11409","1056484075","104353851","170653365","1331491291","2","5066.49"
"2018","Q2","4","6","22","Mariposa","6/30/2018","","730","","730","","51383906","7386067","58769973","-3.14","3244.8"
"2018","Q2","4","6","23","Mendocino","6/30/2018","1686","3053","","4739","193830310","151461323","37503264","382794897","-0.86","4294.79"
"2018","Q2","4","6","24","Merced","6/30/2018","3120","1150","","4270","510763821","191320687","105883805","807968313","7.03","2891.54"
"2018","Q2","4","6","25","Modoc","6/30/2018","153","234","","387","10358639","5258158","6081615","21698412","-7.87","2260.48"
"2018","Q2","4","6","26","Mono","6/30/2018","495","253","","748","39878760","14275168","10857216","65011144","0.39","4736"
"2018","Q2","4","6","27","Monterey","6/30/2018","8951","3579","","12530","1355381522","270467093","193154272","1819002887","3.45","4106.65"
"2018","Q2","4","6","28","Napa","6/30/2018","4841","2262","","7103","587493604","242263317","104526120","934283041","1.91","6627.71"
"2018","Q2","4","6","29","Nevada","6/30/2018","2629","2705","","5334","231242021","61629968","57793412","350665401","0.57","3541.21"
"2018","Q2","4","6","3","Amador","6/30/2018","815","798","","1613","37931810","68092190","15709934","121733934","2.73","3210.28"
"2018","Q2","4","6","30","Orange","6/30/2018","115075","2899","1","117975","14749053404","195815908","1746417565","16691286877","1.78","5194.47"
"2018","Q2","4","6","31","Placer","6/30/2018","9847","4146","","13993","1827476471","372697649","243152741","2443326861","2.27","6273.3"
"2018","Q2","4","6","32","Plumas","6/30/2018","104","1249","","1353","5068788","36835498","16232244","58136530","-6.02","2937.22"
"2018","Q2","4","6","33","Riverside","6/30/2018","54817","6732","1","61550","7837199596","700999272","1107711259","9645910127","5.66","3998.24"
"2018","Q2","4","6","34","Sacramento","6/30/2018","26405","12922","","39327","3672538038","1959085341","862130473","6493753852","4.62","4243.61"
"2018","Q2","4","6","35","San Benito","6/30/2018","1293","485","","1778","108031416","49898039","21238517","179167972","-11.43","2944.85"
"2018","Q2","4","6","36","San Bernardino","6/30/2018","55356","6265","","61621","8367453018","647008110","1087423562","10101884690","4.64","4651.99"
"2018","Q2","4","6","37","San Diego","6/30/2018","88489","12947","1","101437","12383822795","716752304","1722674534","14823249633","2.44","4447.24"
"2018","Q2","4","6","38","San Francisco","6/30/2018","31922","","","31922","4201991583","","854581926","5056573509","3.51","5739.71"
"2018","Q2","4","6","39","San Joaquin","6/30/2018","12458","2969","","15427","2397614774","471191243","452519756","3321325773","6.47","4385.86"
"2018","Q2","4","6","4","Butte","6/30/2018","5409","2133","","7542","689647373","94801100","96964493","881412966","-1.9","3867.61"
"2018","Q2","4","6","40","San Luis Obispo","6/30/2018","8037","4418","","12455","942094116","264362179","167881434","1374337729","-2.86","4907.5"
"2018","Q2","4","6","41","San Mateo","6/30/2018","20815","1971","","22786","3250519925","427439924","689212764","4367172613","6.42","5654.23"
"2018","Q2","4","6","42","Santa Barbara","6/30/2018","11913","3576","","15489","1444501060","165332459","213793700","1823627219","2.64","4027.91"
"2018","Q2","4","6","43","Santa Clara","6/30/2018","51327","2021","1","53349","9248129539","144715145","1736413677","11129258361","5.61","5713.76"
"2018","Q2","4","6","44","Santa Cruz","6/30/2018","5504","4859","","10363","615643597","264966278","109187092","989796967","1.52","3585.29"
"2018","Q2","4","6","45","Shasta","6/30/2018","5885","2824","","8709","634552314","102953330","72073076","809578720","2.79","4524.65"
"2018","Q2","4","6","46","Sierra","6/30/2018","22","122","","144","873478","2002835","2333291","5209604","3.07","1617.88"
"2018","Q2","4","6","47","Siskiyou","6/30/2018","1598","979","","2577","100617500","22046821","22140125","144804446","-6.26","3246.37"
"2018","Q2","4","6","48","Solano","6/30/2018","9672","581","","10253","1690388101","57040780","224416396","1971845277","2.06","4490.63"
"2018","Q2","4","6","49","Sonoma","6/30/2018","14548","6793","","21341","1823343406","454684149","255764357","2533791912","5.76","5038.7"
"2018","Q2","4","6","5","Calaveras","6/30/2018","212","1913","","2125","19236554","66097848","16872061","102206463","-10.82","2263.85"
"2018","Q2","4","6","50","Stanislaus","6/30/2018","9256","2585","","11841","1554067026","535042166","240949012","2330058204","2.09","4205.06"
"2018","Q2","4","6","51","Sutter","6/30/2018","1846","467","","2313","332778691","108718876","36859253","478356820","4.54","4920.86"
"2018","Q2","4","6","52","Tehama","6/30/2018","980","1064","","2044","159870391","28989285","23606122","212465798","2.77","3314.44"
"2018","Q2","4","6","53","Trinity","6/30/2018","","1137","","1137","","23678992","9552640","33231632","-0.57","2434.55"
"2018","Q2","4","6","54","Tulare","6/30/2018","6672","2570","","9242","1392843565","242657204","201621011","1837121780","3.37","3864.8"
"2018","Q2","4","6","55","Tuolumne","6/30/2018","657","1456","","2113","67156885","94362808","26333106","187852799","1.57","3432.91"
"2018","Q2","4","6","56","Ventura","6/30/2018","24747","2344","","27091","3046697059","134764761","380522403","3561984223","1.23","4154.32"
"2018","Q2","4","6","57","Yolo","6/30/2018","4403","754","","5157","891432748","99177128","148677236","1139287112","6.78","5151.06"
"2018","Q2","4","6","58","Yuba","6/30/2018","472","940","","1412","49632421","85499117","27654520","162786058","9.35","2108.57"
"2018","Q2","4","6","59","Statewide","6/30/2018","","","43018","43018","","","41209837","41209837","",""
"2018","Q2","4","6","6","Colusa","6/30/2018","415","263","","678","55210909","54906583","18682812","128800304","18.17","5837.84"
"2018","Q2","4","6","7","Contra Costa","6/30/2018","22006","3247","","25253","3483854434","259128915","597187049","4340170398","3.22","3781.03"
"2018","Q2","4","6","8","Del Norte","6/30/2018","286","340","","626","27742128","22694962","11098450","61535540","-4.68","2263"
"2018","Q2","4","6","9","El Dorado","6/30/2018","1957","5014","","6971","199870264","275247777","100887568","576005609","1.36","3038.13"
"2018","Q2","4","6","","TOTAL","6/30/2018","1032259","162901","43026","1238186","140570550691","14188469564","21464765597","176223785852","",""
"2018","Q1","1","3","1","Alameda","3/31/2018","43126","2382","97","45605","6614123676","204202003","1071549133","7889874812","7.31","4761.87"
"2018","Q1","1","3","10","Fresno","3/31/2018","17041","3349","326","20716","2766128363","378859507","409472620","3554460490","5.63","3528.86"
"2018","Q1","1","3","11","Glenn","3/31/2018","659","321","2","982","63976609","16858958","16282263","97117830","10.76","3376.6"
"2018","Q1","1","3","12","Humboldt","3/31/2018","3184","2625","40","5849","302737204","102920428","41850805","447508437","-6.9","3288.47"
"2018","Q1","1","3","13","Imperial","3/31/2018","2969","460","20","3449","469266423","253408941","81144591","803819955","36.83","4239.04"
"2018","Q1","1","3","14","Inyo","3/31/2018","397","397","4","798","38207774","27155602","11393663","76757039","-2.33","4126.94"
"2018","Q1","1","3","15","Kern","3/31/2018","12418","6482","158","19058","2166474479","851990744","378153816","3396619039","8.08","3746.69"
"2018","Q1","1","3","16","Kings","3/31/2018","1820","462","37","2319","306209248","43087675","48825233","398122156","5.24","2623.09"
"2018","Q1","1","3","17","Lake","3/31/2018","674","1299","12","1985","60163673","55395699","18495374","134054746","-2.54","2060.35"
"2018","Q1","1","3","18","Lassen","3/31/2018","307","364","3","674","28973564","16272077","10939479","56185120","-8.49","1837.07"
"2018","Q1","1","3","19","Los Angeles","3/31/2018","296136","19716","1156","317008","32761222797","1351485410","4409830898","38522539105","2.9","3756.58"
"2018","Q1","1","3","2","Alpine","3/31/2018","","80","","80","","5356582","5962375","11318957","-6.1","9749.31"
